"UNIX File Permissions","","","","","","","","","","",""
"Ownership:","","","","","","","","","","",""
"V-38483","medium","The system package management tool must cryptographically verify the authenticity of system software packages during installation.","Ensuring the validity of packages' cryptographic signatures prior to installation ensures the provenance of the software and protects against malicious tampering.","None","SV-50283r1_rule","F-43429r1_fix","The ""gpgcheck"" option should be used to ensure checking of an RPM package's signature always occurs prior to its installation. To configure yum to check package signatures before installing them, ensure the following line appears in ""/etc/yum.conf"" in the ""[main]"" section:

gpgcheck=1","C-46039r1_chk","To determine whether ""yum"" is configured to use ""gpgcheck"", inspect ""/etc/yum.conf"" and ensure the following appears in the ""[main]"" section:

gpgcheck=1

A value of ""1"" indicates that ""gpgcheck"" is enabled. Absence of a ""gpgcheck"" line or a setting of ""0"" indicates that it is disabled.
If GPG checking is not enabled, this is a finding.

If the ""yum"" system package management tool is not used to update the system, verify with the SA that installed packages are cryptographically signed.","authenticity",""
"V-38487","low","The system package management tool must cryptographically verify the authenticity of all software packages during installation.","Ensuring all packages' cryptographic signatures are valid prior to installation ensures the provenance of the software and protects against malicious tampering.","None","SV-50288r1_rule","F-43433r1_fix","To ensure signature checking is not disabled for any repos, remove any lines from files in ""/etc/yum.repos.d"" of the form:

gpgcheck=0","C-46043r1_chk","To determine whether ""yum"" has been configured to disable ""gpgcheck"" for any repos, inspect all files in ""/etc/yum.repos.d"" and ensure the following does not appear in any sections:

gpgcheck=0

A value of ""0"" indicates that ""gpgcheck"" has been disabled for that repo.
If GPG checking is disabled, this is a finding.

If the ""yum"" system package management tool is not used to update the system, verify with the SA that installed packages are cryptographically signed.","",""
"V-38637+A216","medium","The system package management tool must verify contents of all files associated with the audit package.","The hash on important files like audit system executables should match the information given by the RPM database. Audit executables  with erroneous hashes could be a sign of nefarious activity on the system.","None","SV-50438r2_rule","F-43586r1_fix","The RPM package management system can check the hashes of audit system package files. Run the following command to list which audit files on the system have hashes that differ from what is expected by the RPM database:

# rpm -V audit | grep '^..5'

A ""c"" in the second column indicates that a file is a configuration file, which may appropriately be expected to change. If the file that has changed was not expected to then refresh from distribution media or online repositories.

rpm -Uvh [affected_package]

OR

yum reinstall [affected_package]","C-46196r3_chk","The following command will list which audit files on the system have file hashes different from what is expected by the RPM database.

# rpm -V audit | awk '$1 ~ /..5/ && $2 != ""c""'


If there is output, this is a finding.","audit",""
"V-38663","medium","The system package management tool must verify permissions on all files and directories associated with the audit package.","Permissions on audit binaries and configuration files that are too generous could allow an unauthorized user to gain privileges that they should not have. The permissions set by the vendor should be maintained. Any deviations from this baseline should be investigated.","None","SV-50464r1_rule","F-43612r1_fix","The RPM package management system can restore file access permissions of the audit package files and directories. The following command will update audit files with permissions different from what is expected by the RPM database:

# rpm --setperms audit","C-46223r1_chk","The following command will list which audit files on the system have permissions different from what is expected by the RPM database:

# rpm -V audit | grep '^.M'

If there is any output, for each file or directory found, compare the RPM-expected permissions with the permissions on the file or directory:

# rpm -q --queryformat ""[%{FILENAMES} %{FILEMODES:perms}\n]"" audit | grep  [filename]
# ls -lL [filename]

If the existing permissions are more permissive than those expected by RPM, this is a finding.","",""
"V-38664","medium","The system package management tool must verify ownership on all files and directories associated with the audit package.","Ownership of audit binaries and configuration files that is incorrect could allow an unauthorized user to gain privileges that they should not have. The ownership set by the vendor should be maintained. Any deviations from this baseline should be investigated.","None","SV-50465r1_rule","F-43613r1_fix","The RPM package management system can restore file ownership of the audit package files and directories. The following command will update audit files with ownership different from what is expected by the RPM database:

# rpm --setugids audit","C-46224r1_chk","The following command will list which audit files on the system have ownership different from what is expected by the RPM database:

# rpm -V audit | grep '^.....U'


If there is output, this is a finding.","",""
"V-38665","medium","The system package management tool must verify group-ownership on all files and directories associated with the audit package.","Group-ownership of audit binaries and configuration files that is incorrect could allow an unauthorized user to gain privileges that they should not have. The group-ownership set by the vendor should be maintained. Any deviations from this baseline should be investigated.","None","SV-50466r1_rule","F-43614r1_fix","The RPM package management system can restore file group-ownership of the audit package files and directories. The following command will update audit files with group-ownership different from what is expected by the RPM database:

# rpm --setugids audit","C-46225r1_chk","The following command will list which audit files on the system have group-ownership different from what is expected by the RPM database:

# rpm -V audit | grep '^......G'


If there is output, this is a finding.","",""
"V-38447","low","The system package management tool must verify contents of all files associated with packages.","The hash on important files like system executables should match the information given by the RPM database. Executables with erroneous hashes could be a sign of nefarious activity on the system.","None","SV-50247r2_rule","F-43392r1_fix","The RPM package management system can check the hashes of installed software packages, including many that are important to system security. Run the following command to list which files on the system have hashes that differ from what is expected by the RPM database:

# rpm -Va | grep '^..5'

A ""c"" in the second column indicates that a file is a configuration file, which may appropriately be expected to change. If the file that has changed was not expected to then refresh from distribution media or online repositories.

rpm -Uvh [affected_package]

OR

yum reinstall [affected_package]","C-46002r3_chk","The following command will list which files on the system have file hashes different from what is expected by the RPM database.

# rpm -Va | awk '$1 ~ /..5/ && $2 != ""c""'


If there is output, this is a finding.","packages",""
"V-38452","low","The system package management tool must verify permissions on all files and directories associated with packages.","Permissions on system binaries and configuration files that are too generous could allow an unauthorized user to gain privileges that they should not have. The permissions set by the vendor should be maintained. Any deviations from this baseline should be investigated.","None","SV-50252r1_rule","F-43398r1_fix","The RPM package management system can restore file access permissions of package files and directories. The following command will update permissions on files and directories with permissions different from what is expected by the RPM database:

# rpm --setperms [package]","C-46008r1_chk","The following command will list which files and directories on the system have permissions different from what is expected by the RPM database:

# rpm -Va  | grep '^.M'

If there is any output, for each file or directory found, find the associated RPM package and compare the RPM-expected permissions with the actual permissions on the file or directory:

# rpm -qf [file or directory name]
# rpm -q --queryformat ""[%{FILENAMES} %{FILEMODES:perms}\n]"" [package] | grep  [filename]
# ls -lL [filename]

If the existing permissions are more permissive than those expected by RPM, this is a finding.","",""
"V-38453","low","The system package management tool must verify group-ownership on all files and directories associated with packages.","Group-ownership of system binaries and configuration files that is incorrect could allow an unauthorized user to gain privileges that they should not have. The group-ownership set by the vendor should be maintained. Any deviations from this baseline should be investigated.","None","SV-50253r1_rule","F-43399r1_fix","The RPM package management system can restore group-ownership of the package files and directories. The following command will update files and directories with group-ownership different from what is expected by the RPM database:

# rpm -qf [file or directory name]
# rpm --setugids [package]","C-46009r1_chk","The following command will list which files on the system have group-ownership different from what is expected by the RPM database:

# rpm -Va | grep '^......G'


If there is output, this is a finding.","",""
"V-38454","low","The system package management tool must verify ownership on all files and directories associated with packages.","Ownership of system binaries and configuration files that is incorrect could allow an unauthorized user to gain privileges that they should not have. The ownership set by the vendor should be maintained. Any deviations from this baseline should be investigated.","None","SV-50254r1_rule","F-43400r1_fix","The RPM package management system can restore ownership of package files and directories. The following command will update files and directories with ownership different from what is expected by the RPM database:

# rpm -qf [file or directory name]
# rpm --setugids [package]","C-46010r1_chk","The following command will list which files on the system have ownership different from what is expected by the RPM database:

# rpm -Va | grep '^.....U'


If there is output, this is a finding.","",""
